donor,announcement_date,aid_type_general,aid_type_specific,explanation,item,item_type,item_sub_type,source_reported_value,tot_activity_value_EUR,item_value_estimate_USD
United States,2023-02-20,Military,Weapons and equipment,32th presidential drawdown amounting to USD 460 million for the provision of various military items.,Anti-tank missile and anti-tank rocket,Portable defence system,Light Anti-armor Weapon (LAW),460000000.0,,156000000.0
United States,2023-02-20,Military,Weapons and equipment,32th presidential drawdown amounting to USD 460 million for the provision of various military items.,Bradley fire support team vehicle,Heavy weapon,Infantry fighting vehicle (IFV),460000000.0,,7600000.0
United States,2023-02-20,Military,Weapons and equipment,32th presidential drawdown amounting to USD 460 million for the provision of various military items.,tactical vehicle to recover equipment,Heavy weapon,Armored Recovery Vehicle (ARV),460000000.0,,13308938.0
United States,2023-02-20,Military,Weapons and equipment,32th presidential drawdown amounting to USD 460 million for the provision of various military items.,claymore anti-personnel munitions,Light armaments & infantry,Explosive,460000000.0,,
United States,2023-02-20,Military,Weapons and equipment,32th presidential drawdown amounting to USD 460 million for the provision of various military items.,Demolition munition,Military equipment,Military equipment,460000000.0,,
United States,2023-02-20,Military,Weapons and equipment,32th presidential drawdown amounting to USD 460 million for the provision of various military items.,Night vision device,Military equipment,Military equipment,460000000.0,,
United States,2023-02-20,Military,Weapons and equipment,32th presidential drawdown amounting to USD 460 million for the provision of various military items.,Tactical secure communications system,Military equipment,Military equipment,460000000.0,,
United States,2023-02-20,Military,Weapons and equipment,32th presidential drawdown amounting to USD 460 million for the provision of various military items.,Medical supplies,Humanitarian,Humanitarian,460000000.0,,
United States,2023-02-20,Military,Weapons and equipment,32th presidential drawdown amounting to USD 460 million for the provision of various military items.,Spare parts,Military equipment,spare parts,460000000.0,,
United States,2023-02-20,Military,Weapons and equipment,32th presidential drawdown amounting to USD 460 million for the provision of various military items.,Field equipment,Military equipment,Military equipment,460000000.0,,
United States,2023-03-03,Military,Weapons and equipment,33th presidential drawdown amounting to USD 400 million for the provision of various military items.,munitions for NASAMS,Ammunition for Heavy Weapon,Surface-to-air missile (SAM),400000000.0,,
United States,2023-03-03,Military,Weapons and equipment,33th presidential drawdown amounting to USD 400 million for the provision of various military items.,105mm artillery round,Ammunition for heavy weapon,105mm howitzer ammunition,400000000.0,,8000000.0
United States,2023-03-03,Military,Weapons and equipment,33th presidential drawdown amounting to USD 400 million for the provision of various military items.,155mm artillery round,Ammunition for heavy weapon,155mm howitzer ammunition,400000000.0,,77560000.0
United States,2023-03-03,Military,Weapons and equipment,33th presidential drawdown amounting to USD 400 million for the provision of various military items.,25mm ammunition,Ammunition for heavy weapon,ammunition,400000000.0,,58762440.0
United States,2023-03-03,Military,Weapons and equipment,33th presidential drawdown amounting to USD 400 million for the provision of various military items.,heavy and medium bridge system,Military equipment,Military equipment,400000000.0,,13608762.0
United States,2023-03-03,Military,Weapons and equipment,33th presidential drawdown amounting to USD 400 million for the provision of various military items.,Demolition munition,Military equipment,Military equipment,400000000.0,,
United States,2023-03-03,Military,Weapons and equipment,33th presidential drawdown amounting to USD 400 million for the provision of various military items.,Spare parts,Military equipment,spare parts,400000000.0,,
United States,2023-03-03,Military,Weapons and equipment,33th presidential drawdown amounting to USD 400 million for the provision of various military items.,Ammunition support vehicle,Heavy weapon,Armored Utility Vehicle (AUV),400000000.0,,41204105.0
United States,2023-03-20,Military,Weapons and equipment,34th presidential drawdown amounting to USD 350 million for the provision of various military items.,ammunition for HIMARS,Ammunition for heavy weapon,227mm MLRS ammunition,350000000.0,,
United States,2023-03-20,Military,Weapons and equipment,34th presidential drawdown amounting to USD 350 million for the provision of various military items.,155mm artillery round,Ammunition for heavy weapon,155mm howitzer ammunition,350000000.0,,112074200.0
United States,2023-03-20,Military,Weapons and equipment,34th presidential drawdown amounting to USD 350 million for the provision of various military items.,25mm ammunition,Ammunition for heavy weapon,ammunition,350000000.0,,58762440.0
United States,2023-03-20,Military,Weapons and equipment,34th presidential drawdown amounting to USD 350 million for the provision of various military items.,high-speed anti-radiation missile (HARM),Ammunition for heavy weapon,Air-to-surface missile (ASM),350000000.0,,
United States,2023-03-20,Military,Weapons and equipment,34th presidential drawdown amounting to USD 350 million for the provision of various military items.,81mm mortar system,Light armaments & infantry,Mortar,350000000.0,,741510.0
United States,2023-03-20,Military,Weapons and equipment,34th presidential drawdown amounting to USD 350 million for the provision of various military items.,60mm mortar system,Light armaments & infantry,Mortar,350000000.0,,511584.0
United States,2023-03-20,Military,Weapons and equipment,34th presidential drawdown amounting to USD 350 million for the provision of various military items.,AT-4 anti-tank weapon,Portable defence system,Light Anti-armor Weapon (LAW),350000000.0,,
United States,2023-03-20,Military,Weapons and equipment,34th presidential drawdown amounting to USD 350 million for the provision of various military items.,grenade launchers and small arms,Light armaments & infantry,Light Anti-armor Weapon (LAW),350000000.0,,
United States,2023-03-20,Military,Weapons and equipment,34th presidential drawdown amounting to USD 350 million for the provision of various military items.,Demolition munition,Military equipment,Military equipment,350000000.0,,
United States,2023-03-20,Military,Weapons and equipment,34th presidential drawdown amounting to USD 350 million for the provision of various military items.,Mine clearing equipment,Military equipment,Military equipment,350000000.0,,
United States,2023-03-20,Military,Weapons and equipment,34th presidential drawdown amounting to USD 350 million for the provision of various military items.,Coastal and riverine patrol boat,Military equipment,Patrol and coastal combatants,350000000.0,,2384277.0
United States,2023-03-20,Military,Weapons and equipment,34th presidential drawdown amounting to USD 350 million for the provision of various military items.,Spare parts,Military equipment,spare parts,350000000.0,,
United States,2023-03-20,Military,Weapons and equipment,34th presidential drawdown amounting to USD 350 million for the provision of various military items.,field equipment,Military equipment,Military equipment,350000000.0,,
United States,2023-03-20,Military,Weapons and equipment,34th presidential drawdown amounting to USD 350 million for the provision of various military items.,M978 heavy fuel tanker,Military equipment,Armored Utility Vehicle (AUV),350000000.0,,2700000.0
United States,2023-04-04,Military,Weapons and equipment,35th presidential drawdown amounting to USD 500 million for the provision of various military items.,Patriot air defense munition,Ammunition for heavy weapon,Surface-to-air missile (SAM),500000000.0,,
United States,2023-04-04,Military,Weapons and equipment,35th presidential drawdown amounting to USD 500 million for the provision of various military items.,ammunition for HIMARS,Ammunition for heavy weapon,227mm MLRS ammunition,500000000.0,,
United States,2023-04-04,Military,Weapons and equipment,35th presidential drawdown amounting to USD 500 million for the provision of various military items.,155mm artillery round,Ammunition for heavy weapon,155mm howitzer ammunition,500000000.0,,77560000.0
United States,2023-04-04,Military,Weapons and equipment,35th presidential drawdown amounting to USD 500 million for the provision of various military items.,105mm artillery round,Ammunition for heavy weapon,105mm howitzer ammunition,500000000.0,,8800000.0
United States,2023-04-04,Military,Weapons and equipment,35th presidential drawdown amounting to USD 500 million for the provision of various military items.,120mm mortar round,Ammunition for heavy weapon,Mortar ammunition,500000000.0,,
United States,2023-04-04,Military,Weapons and equipment,35th presidential drawdown amounting to USD 500 million for the provision of various military items.,120mm tank ammunition,Ammunition for heavy weapon,120mm tank ammunition,500000000.0,,
United States,2023-04-04,Military,Weapons and equipment,35th presidential drawdown amounting to USD 500 million for the provision of various military items.,105mm tank ammunition,Ammunition for heavy weapon,105mm tank ammunition,500000000.0,,
United States,2023-04-04,Military,Weapons and equipment,35th presidential drawdown amounting to USD 500 million for the provision of various military items.,152mm round,Ammunition for heavy weapon,152mm howitzer ammunition,500000000.0,,19000000.0
United States,2023-04-04,Military,Weapons and equipment,35th presidential drawdown amounting to USD 500 million for the provision of various military items.,25mm ammunition,Ammunition for heavy weapon,ammunition,500000000.0,,58903020.0
United States,2023-04-04,Military,Weapons and equipment,35th presidential drawdown amounting to USD 500 million for the provision of various military items.,"Tube-Launched, optically-Tracked, Wire-Guided (TOW) missile",Ammunition for heavy weapon,missile,500000000.0,,4590000.0
United States,2023-04-04,Military,Weapons and equipment,35th presidential drawdown amounting to USD 500 million for the provision of various military items.,rounds of Remote Anti-Armor Mine (RAAM) Systems,Ammunition for heavy weapon,155mm howitzer ammunition,500000000.0,,
United States,2023-04-04,Military,Weapons and equipment,35th presidential drawdown amounting to USD 500 million for the provision of various military items.,grenade launchers and small arms,Light armaments & infantry,Light Anti-armor Weapon (LAW),500000000.0,,839600.0
United States,2023-04-04,Military,Weapons and equipment,35th presidential drawdown amounting to USD 500 million for the provision of various military items.,"round of small arms ammunitions, grenade launchers and mortar rounds",Ammunition for light infantry,Small Arms and Light Weapons (SALW) ammunition,500000000.0,,1000000.0
United States,2023-04-04,Military,Weapons and equipment,35th presidential drawdown amounting to USD 500 million for the provision of various military items.,tactical vehicle to recover equipment,Heavy weapon,Armored Recovery Vehicle (ARV),500000000.0,,73199158.0
United States,2023-04-04,Military,Weapons and equipment,35th presidential drawdown amounting to USD 500 million for the provision of various military items.,M978 heavy fuel tanker,Military equipment,Armored Utility Vehicle (AUV),500000000.0,,8235000.0
United States,2023-04-04,Military,Weapons and equipment,35th presidential drawdown amounting to USD 500 million for the provision of various military items.,truck,Military equipment,non combat military vehicle,500000000.0,,3500000.0
United States,2023-04-04,Military,Weapons and equipment,35th presidential drawdown amounting to USD 500 million for the provision of various military items.,trailer,Military equipment,non combat military vehicle,500000000.0,,500000.0
United States,2023-04-04,Military,Weapons and equipment,35th presidential drawdown amounting to USD 500 million for the provision of various military items.,spare parts,Military equipment,spare parts,500000000.0,,
United States,2023-04-04,Military,Weapons and equipment,35th presidential drawdown amounting to USD 500 million for the provision of various military items.,field equipment,Military equipment,Military equipment,500000000.0,,
United States,2023-04-19,Military,Weapons and equipment,36th presidential drawdown amounting to USD 325 million for the provision of various military items.,Ammunition for HIMARS,Ammunition for heavy weapon,227mm MLRS ammunition,325000000.0,,
United States,2023-04-19,Military,Weapons and equipment,36th presidential drawdown amounting to USD 325 million for the provision of various military items.,155mm artillery round,Ammunition for heavy weapon,155mm howitzer ammunition,325000000.0,,77560000.0
United States,2023-04-19,Military,Weapons and equipment,36th presidential drawdown amounting to USD 325 million for the provision of various military items.,105mm artillery round,Ammunition for heavy weapon,105mm howitzer ammunition,325000000.0,,8800000.0
United States,2023-04-19,Military,Weapons and equipment,36th presidential drawdown amounting to USD 325 million for the provision of various military items.,"Tube-Launched, optically-Tracked, Wire-Guided (TOW) missile",Ammunition for heavy weapon,missile,325000000.0,,8775000.0
United States,2023-04-19,Military,Weapons and equipment,36th presidential drawdown amounting to USD 325 million for the provision of various military items.,AT-4 anti-tank weapon,Portable defence system,Light Anti-armor Weapon (LAW),325000000.0,,
United States,2023-04-19,Military,Weapons and equipment,36th presidential drawdown amounting to USD 325 million for the provision of various military items.,anti-tank mine,Military equipment,Mine,325000000.0,,
United States,2023-04-19,Military,Weapons and equipment,36th presidential drawdown amounting to USD 325 million for the provision of various military items.,Demolition munition,Military equipment,Military equipment,325000000.0,,
United States,2023-04-19,Military,Weapons and equipment,36th presidential drawdown amounting to USD 325 million for the provision of various military items.,"round of small arms ammunitions, grenade launchers and mortar rounds",Ammunition for light infantry,Small Arms and Light Weapons (SALW) ammunition,325000000.0,,45000000.0
United States,2023-04-19,Military,Weapons and equipment,36th presidential drawdown amounting to USD 325 million for the provision of various military items.,tactical vehicle,Military equipment,Military equipment,325000000.0,,1400000.0
United States,2023-04-19,Military,Weapons and equipment,36th presidential drawdown amounting to USD 325 million for the provision of various military items.,precision-guided 155mm artillery round,Ammunition for heavy weapon,155mm howitzer ammunition,325000000.0,,112800000.0
United States,2023-04-19,Military,Weapons and equipment,36th presidential drawdown amounting to USD 325 million for the provision of various military items.,port and harbour security equipment ,Military equipment,Military equipment,325000000.0,,
United States,2023-04-19,Military,Weapons and equipment,36th presidential drawdown amounting to USD 325 million for the provision of various military items.,spare parts,Military equipment,spare parts,325000000.0,,
United States,2023-04-19,Military,Weapons and equipment,36th presidential drawdown amounting to USD 325 million for the provision of various military items.,field equipment,Military equipment,Military equipment,325000000.0,,
United States,2023-05-03,Military,Weapons and equipment,37th presidential drawdown amounting to USD 300 million for the provision of various military items.,ammunition for HIMARS,Ammunition for heavy weapon,227mm MLRS ammunition,300000000.0,,
United States,2023-05-03,Military,Weapons and equipment,37th presidential drawdown amounting to USD 300 million for the provision of various military items.,M777 howitzer,Heavy weapon,155mm howitzer,300000000.0,,36190000.0
United States,2023-05-03,Military,Weapons and equipment,37th presidential drawdown amounting to USD 300 million for the provision of various military items.,155mm artillery round,Ammunition for heavy weapon,155mm howitzer ammunition,300000000.0,,77560000.0
United States,2023-05-03,Military,Weapons and equipment,37th presidential drawdown amounting to USD 300 million for the provision of various military items.,120mm mortar round,Ammunition for heavy weapon,Mortar ammunition,300000000.0,,
United States,2023-05-03,Military,Weapons and equipment,37th presidential drawdown amounting to USD 300 million for the provision of various military items.,82mm mortar round,Ammunition for light infantry,Mortar ammunition,300000000.0,,
United States,2023-05-03,Military,Weapons and equipment,37th presidential drawdown amounting to USD 300 million for the provision of various military items.,60mm mortar round,Ammunition for light infantry,Mortar ammunition,300000000.0,,
United States,2023-05-03,Military,Weapons and equipment,37th presidential drawdown amounting to USD 300 million for the provision of various military items.,"Tube-Launched, optically-Tracked, Wire-Guided (TOW) missile",Ammunition for heavy weapon,missile,300000000.0,,8775000.0
United States,2023-05-03,Military,Weapons and equipment,37th presidential drawdown amounting to USD 300 million for the provision of various military items.,AT-4 anti-tank weapon,Portable defence system,Light Anti-armor Weapon (LAW),300000000.0,,
United States,2023-05-03,Military,Weapons and equipment,37th presidential drawdown amounting to USD 300 million for the provision of various military items.,Carl Gustav M2 recoilless rifle,Light armaments & infantry,Recoilless rifle (RR/RCL),300000000.0,,
United States,2023-05-03,Military,Weapons and equipment,37th presidential drawdown amounting to USD 300 million for the provision of various military items.,Hydra-70 aircraft rocket,Ammunition for heavy weapon,Aircraft missile ammunition,300000000.0,,7000000.0
United States,2023-05-03,Military,Weapons and equipment,37th presidential drawdown amounting to USD 300 million for the provision of various military items.,Small arms and ammunition,Ammunition for light infantry,Small Arms and Light Weapons (SALW) ammunition,300000000.0,,
United States,2023-05-03,Military,Weapons and equipment,37th presidential drawdown amounting to USD 300 million for the provision of various military items.,Demolition munition,Military equipment,Military equipment,300000000.0,,
United States,2023-05-03,Military,Weapons and equipment,37th presidential drawdown amounting to USD 300 million for the provision of various military items.,truck,Military equipment,non combat military vehicle,300000000.0,,1050000.0
United States,2023-05-03,Military,Weapons and equipment,37th presidential drawdown amounting to USD 300 million for the provision of various military items.,trailer,Military equipment,non combat military vehicle,300000000.0,,400000.0
United States,2023-05-03,Military,Weapons and equipment,37th presidential drawdown amounting to USD 300 million for the provision of various military items.,spare parts,Military equipment,spare parts,300000000.0,,
United States,2023-05-03,Military,Weapons and equipment,37th presidential drawdown amounting to USD 300 million for the provision of various military items.,field equipment,Military equipment,Military equipment,300000000.0,,
United States,2023-05-21,Military,Weapons and equipment,38th presidential drawdown amounting to USD 375 million for the provision of various military items.,ammunition for HIMARS,Ammunition for heavy weapon,227mm MLRS ammunition,375000000.0,,
United States,2023-05-21,Military,Weapons and equipment,38th presidential drawdown amounting to USD 375 million for the provision of various military items.,155mm artillery round,Ammunition for heavy weapon,155mm howitzer ammunition,375000000.0,,
United States,2023-05-21,Military,Weapons and equipment,38th presidential drawdown amounting to USD 375 million for the provision of various military items.,105mm artillery round,Ammunition for heavy weapon,105mm howitzer ammunition,375000000.0,,8800000.0
United States,2023-05-21,Military,Weapons and equipment,38th presidential drawdown amounting to USD 375 million for the provision of various military items.,"Tube-Launched, optically-Tracked, Wire-Guided (TOW) missile",Ammunition for heavy weapon,missile,375000000.0,,8775000.0
United States,2023-05-21,Military,Weapons and equipment,38th presidential drawdown amounting to USD 375 million for the provision of various military items.,Javelin anti-armor systems,Portable defence system,Light Anti-armor Weapon (LAW),375000000.0,,246216000.0
United States,2023-05-21,Military,Weapons and equipment,38th presidential drawdown amounting to USD 375 million for the provision of various military items.,AT-4 anti-tank weapon,Portable defence system,Light Anti-armor Weapon (LAW),375000000.0,,
United States,2023-05-21,Military,Weapons and equipment,38th presidential drawdown amounting to USD 375 million for the provision of various military items.,Precision-guided rocket,Ammunition for heavy weapon,missile,375000000.0,,
United States,2023-05-21,Military,Weapons and equipment,38th presidential drawdown amounting to USD 375 million for the provision of various military items.,Demolition munition,Military equipment,Military equipment,375000000.0,,
United States,2023-05-21,Military,Weapons and equipment,38th presidential drawdown amounting to USD 375 million for the provision of various military items.,heavy and medium bridge system,Military equipment,Military equipment,375000000.0,,13608762.0
United States,2023-05-21,Military,Weapons and equipment,38th presidential drawdown amounting to USD 375 million for the provision of various military items.,armored medical treatment vehicle,Heavy weapon,Armored Utility Vehicle (AUV),375000000.0,,5681258.0
United States,2023-05-21,Military,Weapons and equipment,38th presidential drawdown amounting to USD 375 million for the provision of various military items.,truck,Military equipment,non combat military vehicle,375000000.0,,1050000.0
United States,2023-05-21,Military,Weapons and equipment,38th presidential drawdown amounting to USD 375 million for the provision of various military items.,trailer,Military equipment,non combat military vehicle,375000000.0,,400000.0
United States,2023-05-21,Military,Weapons and equipment,38th presidential drawdown amounting to USD 375 million for the provision of various military items.,spare parts,Military equipment,spare parts,375000000.0,,
United States,2023-05-21,Military,Weapons and equipment,38th presidential drawdown amounting to USD 375 million for the provision of various military items.,field equipment,Military equipment,Military equipment,375000000.0,,
United States,2023-05-31,Military,Weapons and equipment,39th presidential drawdown amounting to USD 300 million for the provision of various military items.,Patriot air defense munition,Ammunition for heavy weapon,Surface-to-air missile (SAM),300000000.0,,
United States,2023-05-31,Military,Weapons and equipment,39th presidential drawdown amounting to USD 300 million for the provision of various military items.,AIM-7 missile for air defense,Ammunition for heavy weapon,Aircraft missile ammunition,300000000.0,,
United States,2023-05-31,Military,Weapons and equipment,39th presidential drawdown amounting to USD 300 million for the provision of various military items.,Avenger air defense system,Heavy weapon,Anti-aircraft surface-to-air missile (SAM) system (point-defense),300000000.0,,14929482.0
United States,2023-05-31,Military,Weapons and equipment,39th presidential drawdown amounting to USD 300 million for the provision of various military items.,Stinger anti-aircraft system,Portable defence system,MANPADS,300000000.0,,142800000.0
United States,2023-05-31,Military,Weapons and equipment,39th presidential drawdown amounting to USD 300 million for the provision of various military items.,Ammunition for HIMARS,Ammunition for heavy weapon,227mm MLRS ammunition,300000000.0,,
United States,2023-05-31,Military,Weapons and equipment,39th presidential drawdown amounting to USD 300 million for the provision of various military items.,155mm artillery round,Ammunition for heavy weapon,155mm howitzer ammunition,300000000.0,,
United States,2023-05-31,Military,Weapons and equipment,39th presidential drawdown amounting to USD 300 million for the provision of various military items.,105mm artillery round,Ammunition for heavy weapon,105mm howitzer ammunition,300000000.0,,8800000.0
United States,2023-05-31,Military,Weapons and equipment,39th presidential drawdown amounting to USD 300 million for the provision of various military items.,105mm tank ammunition,Ammunition for heavy weapon,105mm tank ammunition,300000000.0,,
United States,2023-05-31,Military,Weapons and equipment,39th presidential drawdown amounting to USD 300 million for the provision of various military items.,Precision-guided rocket,Ammunition for heavy weapon,missile,300000000.0,,
United States,2023-05-31,Military,Weapons and equipment,39th presidential drawdown amounting to USD 300 million for the provision of various military items.,Zuni aircraft rocket,Ammunition for heavy weapon,missile,300000000.0,,800000.0
United States,2023-05-31,Military,Weapons and equipment,39th presidential drawdown amounting to USD 300 million for the provision of various military items.,munitions for unmanned aerial systems,Aviation and drones,Drone Ammunition,300000000.0,,
United States,2023-05-31,Military,Weapons and equipment,39th presidential drawdown amounting to USD 300 million for the provision of various military items.,AT-4 anti-tank weapon,Portable defence system,Light Anti-armor Weapon (LAW),300000000.0,,
United States,2023-05-31,Military,Weapons and equipment,39th presidential drawdown amounting to USD 300 million for the provision of various military items.,rounds of small arms ammunition,Ammunition for light infantry,Small Arms and Light Weapons (SALW) ammunition,300000000.0,,14100000.0
United States,2023-05-31,Military,Weapons and equipment,39th presidential drawdown amounting to USD 300 million for the provision of various military items.,Demolition munition,Military equipment,Military equipment,300000000.0,,
United States,2023-05-31,Military,Weapons and equipment,39th presidential drawdown amounting to USD 300 million for the provision of various military items.,field equipment,Military equipment,Military equipment,300000000.0,,
United States,2023-05-31,Military,Weapons and equipment,39th presidential drawdown amounting to USD 300 million for the provision of various military items.,generator,Military equipment,Military equipment,300000000.0,,
United States,2023-05-31,Military,Weapons and equipment,39th presidential drawdown amounting to USD 300 million for the provision of various military items.,Spare parts,Military equipment,spare parts,300000000.0,,
United States,2023-06-13,Military,Weapons and equipment,40th presidential drawdown amounting to USD 325 million for the provision of various military items.,Munitions for NASAMS,Ammunition for Heavy Weapon,Surface-to-air missile (SAM),325000000.0,,
United States,2023-06-13,Military,Weapons and equipment,40th presidential drawdown amounting to USD 325 million for the provision of various military items.,Ammunition for HIMARS,Ammunition for heavy weapon,227mm MLRS ammunition,325000000.0,,
United States,2023-06-13,Military,Weapons and equipment,40th presidential drawdown amounting to USD 325 million for the provision of various military items.,Bradley infantry fighting vehicle,Heavy weapon,Infantry fighting vehicle (IFV),325000000.0,,28500000.0
United States,2023-06-13,Military,Weapons and equipment,40th presidential drawdown amounting to USD 325 million for the provision of various military items.,Stryker Armored Personnel Carrier,Heavy weapon,Armored Personnel Carrier (APC),325000000.0,,163840243.0
United States,2023-06-13,Military,Weapons and equipment,40th presidential drawdown amounting to USD 325 million for the provision of various military items.,Stinger anti-aircraft system,Portable defence system,MANPADS,325000000.0,,
United States,2023-06-13,Military,Weapons and equipment,40th presidential drawdown amounting to USD 325 million for the provision of various military items.,155mm artillery round,Ammunition for heavy weapon,155mm howitzer ammunition,325000000.0,,
United States,2023-06-13,Military,Weapons and equipment,40th presidential drawdown amounting to USD 325 million for the provision of various military items.,105mm artillery round,Ammunition for heavy weapon,105mm howitzer ammunition,325000000.0,,
United States,2023-06-13,Military,Weapons and equipment,40th presidential drawdown amounting to USD 325 million for the provision of various military items.,Javelin anti-armor systems,Portable defence system,Light Anti-armor Weapon (LAW),325000000.0,,
United States,2023-06-13,Military,Weapons and equipment,40th presidential drawdown amounting to USD 325 million for the provision of various military items.,"Tube-Launched, optically-Tracked, Wire-Guided (TOW) missile",Ammunition for heavy weapon,missile,325000000.0,,
United States,2023-06-13,Military,Weapons and equipment,40th presidential drawdown amounting to USD 325 million for the provision of various military items.,AT-4 anti-tank weapon,Portable defence system,Light Anti-armor Weapon (LAW),325000000.0,,
United States,2023-06-13,Military,Weapons and equipment,40th presidential drawdown amounting to USD 325 million for the provision of various military items.,Hand grenade,Light armaments & infantry,Explosive,325000000.0,,
United States,2023-06-13,Military,Weapons and equipment,40th presidential drawdown amounting to USD 325 million for the provision of various military items.,Small arms and ammunition,Ammunition for light infantry,Small Arms and Light Weapons (SALW) ammunition,325000000.0,,10340000.0
United States,2023-06-13,Military,Weapons and equipment,40th presidential drawdown amounting to USD 325 million for the provision of various military items.,demolition munition,Military equipment,Military equipment,325000000.0,,
United States,2023-06-13,Military,Weapons and equipment,40th presidential drawdown amounting to USD 325 million for the provision of various military items.,spare parts,Military equipment,spare parts,325000000.0,,
United States,2023-06-13,Military,Weapons and equipment,40th presidential drawdown amounting to USD 325 million for the provision of various military items.,field equipment,Military equipment,Military equipment,325000000.0,,
United States,2023-06-13,Military,Weapons and equipment,40th presidential drawdown amounting to USD 325 million for the provision of various military items.,Tactical secure communications system,Military equipment,Military equipment,325000000.0,,
United States,2023-06-27,Military,Weapons and equipment,41st presidential drawdown amounting to USD 500 million for the provision of various military items.,High mobility multipurpose wheeled vehicle (HMMWV),Heavy weapon,Armored Utility Vehicle (AUV),500000000.0,,76415100.0
United States,2023-06-27,Military,Weapons and equipment,41st presidential drawdown amounting to USD 500 million for the provision of various military items.,anti-armor system,Portable defence system,Light Anti-armor Weapon (LAW),500000000.0,,1950000000.0
United States,2023-06-27,Military,Weapons and equipment,41st presidential drawdown amounting to USD 500 million for the provision of various military items.,Patriot air defense munition,Ammunition for heavy weapon,Surface-to-air missile (SAM),500000000.0,,
United States,2023-06-27,Military,Weapons and equipment,41st presidential drawdown amounting to USD 500 million for the provision of various military items.,Ammunition for HIMARS,Ammunition for heavy weapon,227mm MLRS ammunition,500000000.0,,
United States,2023-06-27,Military,Weapons and equipment,41st presidential drawdown amounting to USD 500 million for the provision of various military items.,Stinger anti-aircraft system,Portable defence system,MANPADS,500000000.0,,
United States,2023-06-27,Military,Weapons and equipment,41st presidential drawdown amounting to USD 500 million for the provision of various military items.,demolition munition,Military equipment,Military equipment,500000000.0,,
United States,2023-06-27,Military,Weapons and equipment,41st presidential drawdown amounting to USD 500 million for the provision of various military items.,155mm artillery round,Ammunition for heavy weapon,155mm howitzer ammunition,500000000.0,,
United States,2023-06-27,Military,Weapons and equipment,41st presidential drawdown amounting to USD 500 million for the provision of various military items.,105mm artillery round,Ammunition for heavy weapon,105mm howitzer ammunition,500000000.0,,
United States,2023-06-27,Military,Weapons and equipment,41st presidential drawdown amounting to USD 500 million for the provision of various military items.,Bradley infantry fighting vehicle,Heavy weapon,Infantry fighting vehicle (IFV),500000000.0,,57000000.0
United States,2023-06-27,Military,Weapons and equipment,41st presidential drawdown amounting to USD 500 million for the provision of various military items.,Stryker armored personnel carrier,Heavy weapon,Armored Personnel Carrier (APC),500000000.0,,61134419.0
United States,2023-06-27,Military,Weapons and equipment,41st presidential drawdown amounting to USD 500 million for the provision of various military items.,"Tube-Launched, optically-Tracked, Wire-Guided (TOW) missile",Ammunition for heavy weapon,missile,500000000.0,,
United States,2023-06-27,Military,Weapons and equipment,41st presidential drawdown amounting to USD 500 million for the provision of various military items.,Javelin anti-armor systems,Portable defence system,Light Anti-armor Weapon (LAW),500000000.0,,
United States,2023-06-27,Military,Weapons and equipment,41st presidential drawdown amounting to USD 500 million for the provision of various military items.,AT-4 anti-tank weapon,Portable defence system,Light Anti-armor Weapon (LAW),500000000.0,,
United States,2023-06-27,Military,Weapons and equipment,41st presidential drawdown amounting to USD 500 million for the provision of various military items.,Small arms and ammunition,Ammunition for light infantry,Small Arms and Light Weapons (SALW) ammunition,500000000.0,,10340000.0
United States,2023-06-27,Military,Weapons and equipment,41st presidential drawdown amounting to USD 500 million for the provision of various military items.,night vision device,Military equipment,Military equipment,500000000.0,,
United States,2023-06-27,Military,Weapons and equipment,41st presidential drawdown amounting to USD 500 million for the provision of various military items.,spare parts,Military equipment,spare parts,500000000.0,,
United States,2023-06-27,Military,Weapons and equipment,41st presidential drawdown amounting to USD 500 million for the provision of various military items.,generator,Military equipment,Military equipment,500000000.0,,
United States,2023-06-27,Military,Weapons and equipment,41st presidential drawdown amounting to USD 500 million for the provision of various military items.,field equipment,Military equipment,Military equipment,500000000.0,,
United States,2023-06-27,Military,Weapons and equipment,41st presidential drawdown amounting to USD 500 million for the provision of various military items.,Anti-tank missile and anti-tank rocket,Portable defence system,Light Anti-armor Weapon (LAW),500000000.0,,
United States,2023-06-27,Military,Weapons and equipment,41st presidential drawdown amounting to USD 500 million for the provision of various military items.,high-speed anti-radiation missile (HARM),Ammunition for heavy weapon,Air-to-surface missile (ASM),500000000.0,,
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,Patriot air defense munition,Ammunition for heavy weapon,Surface-to-air missile (SAM),800000000.0,,
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,Ammunition for HIMARS,Ammunition for heavy weapon,227mm MLRS ammunition,800000000.0,,
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,.,.,.,800000000.0,,
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,155mm artillery round,Ammunition for heavy weapon,155mm howitzer ammunition,800000000.0,,
United States,2023-07-07,Military,Weapons and equipment,42nd presidential drawdown amounting to USD 800 million for the provision of various military items.,105mm artillery round,Ammunition for heavy weapon,105mm howitzer ammunition,800000000.0,,
